mu	x_P	x_E	y_E	t_c
1.1	1.5	0.628064032016008	0.48974487243621806	2.0180292664206925
1.1	1.5	0.6273136568284142	0.48924462231115556	1.9791232339083111
1.1	1.5	0.6265632816408204	0.48924462231115556	2.008582017581279
1.1	1.5	0.6258129064532266	0.48924462231115556	2.053551670169325
1.1	1.5	0.6250625312656328	0.488744372186093	2.0005133091654406
1.1	1.5	0.624312156078039	0.488744372186093	2.0369363224923034
1.1	1.5	0.6235617808904452	0.48824412206103046	1.9933950973229864
1.1	1.5	0.6228114057028514	0.48824412206103046	2.024833332420926
1.1	1.5	0.6220610305152576	0.48824412206103046	2.0811706383734907
1.1	1.5	0.6213106553276638	0.48774387193596797	2.0149894865383207
1.1	1.5	0.62056028014007	0.48774387193596797	2.05526962946707
1.1	1.5	0.6198099049524762	0.4872436218109054	2.0065537828884117
1.1	1.5	0.6190595297648824	0.4872436218109054	2.0399316619064174
1.1	1.5	0.6183091545772886	0.48674337168584286	1.9990964595036036
1.1	1.5	0.6175587793896948	0.48674337168584286	2.0281986374898198
1.1	1.5	0.616808404202101	0.48674337168584286	2.0727157193598393
1.1	1.5	0.6160580290145072	0.48624312156078037	2.018449764249056
1.1	1.5	0.6153076538269134	0.48624312156078037	2.053543733601973
1.1	1.5	0.6145572786393196	0.4857428714357178	2.009993163898219
1.1	1.5	0.6138069034517258	0.4857428714357178	2.0399230679952893
1.1	1.5	0.613056528264132	0.4857428714357178	2.088652200831939
1.1	1.5	0.6123061530765382	0.4852426213106553	2.0289443494882433
1.1	1.5	0.6115557778889444	0.4852426213106553	2.0652843835211585
1.1	1.5	0.6108054027013506	0.48474237118559277	2.019580792273595
1.1	1.5	0.6100550275137568	0.48474237118559277	2.0499634359732966
1.1	1.5	0.609304652326163	0.48474237118559277	2.101904321685538
1.1	1.5	0.6085542771385692	0.4842421210605302	2.0379307386904304
1.1	1.5	0.6078039019509754	0.4842421210605302	2.074794769695546
1.1	1.5	0.6070535267633816	0.4837418709354677	2.0278031671286816
1.1	1.5	0.6063031515757878	0.4837418709354677	2.058181660393094
1.1	1.5	0.605552776388194	0.4837418709354677	2.1108670943907017
1.1	1.5	0.6048024012006002	0.48324162081040517	2.045354885135465
1.1	1.5	0.6040520260130064	0.48324162081040517	2.081868887478921
1.1	1.5	0.6033016508254128	0.4827413706853426	2.0346457248124654
1.1	1.5	0.602551275637819	0.4827413706853426	2.0645399236814024
1.1	1.5	0.6018009004502252	0.4827413706853426	2.114905703454128
1.1	1.5	0.6010505252626314	0.4822411205602801	2.051228521641858
